"ID","Bill ID","Date","Passed","Other Count","Yes Count","No Count"
"HIV00007612","SB 2818","2012-02-06 00:00:00","Yes",1,3,0
"HIV00009485","SB 2818","2012-03-09 00:00:00","Yes",3,7,0
"HIV00010462","SB 2818","2012-03-29 00:00:00","Yes",1,16,0
"HIV00008396","SB 2818","2012-02-10 00:00:00","Yes",3,4,0
"HIV00007603","SB 2784","2012-02-03 00:00:00","Yes",0,7,0
"HIV00008975","SB 2784","2012-02-24 00:00:00","Yes",0,14,0
"HIV00010810","SB 2784","2012-04-03 00:00:00","Yes",0,17,0
"HIV00007580","SB 2747","2012-02-06 00:00:00","Yes",2,2,1
"HIV00008867","SB 2747","2012-02-23 00:00:00","Yes",1,12,1
"HIV00009509","SB 2747","2012-03-12 00:00:00","Yes",1,10,0
"HIV00009961","SB 2747","2012-03-20 00:00:00","Yes",4,7,0
"HIV00007581","SB 2747","2012-02-06 00:00:00","Yes",1,5,1
"HIV00010664","SB 2747","2012-03-29 00:00:00","Yes",1,16,0
"HIV00007571","SB 2709","2012-02-01 00:00:00","Yes",3,4,0
"HIV00009484","SB 2709","2012-03-09 00:00:00","Yes",3,7,0
"HIV00010183","SB 2709","2012-03-21 00:00:00","Yes",2,13,0
"HIV00010660","SB 2709","2012-03-30 00:00:00","Yes",2,15,0
"HIV00008577","SB 2579","2012-02-15 00:00:00","Yes",1,3,0
"HIV00008578","SB 2579","2012-02-15 00:00:00","Yes",2,3,0
"HIV00009196","SB 2579","2012-02-28 00:00:00","Yes",1,12,1
"HIV00009652","SB 2579","2012-03-15 00:00:00","Yes",4,6,0
"HIV00010654","SB 2579","2012-03-29 00:00:00","Yes",0,17,0
"HIV00010251","SB 2579","2012-03-22 00:00:00","Yes",1,14,0
"HIV00008263","SB 2568","2012-02-09 00:00:00","Yes",1,3,0
"HIV00008264","SB 2568","2012-02-09 00:00:00","Yes",2,3,0
"HIV00010049","SB 2568","2012-03-21 00:00:00","Yes",3,8,0
"HIV00010942","SB 2568","2012-04-04 00:00:00","Yes",1,16,0
"HIV00008423","SB 2528","2012-02-13 00:00:00","Yes",0,5,0
"HIV00008424","SB 2528","2012-02-13 00:00:00","Yes",1,5,0
"HIV00009190","SB 2528","2012-02-28 00:00:00","Yes",1,13,0
"HIV00009645","SB 2528","2012-03-13 00:00:00","Yes",3,8,0
"HIV00010650","SB 2528","2012-03-29 00:00:00","Yes",0,17,0
"HIV00010179","SB 2528","2012-03-21 00:00:00","Yes",2,12,0
"HIV00010580","HCR 118","2012-03-29 00:00:00","Yes",4,7,0
"HIV00011181","HCR 118","2012-04-19 00:00:00","Yes",2,3,0
"HIV00011182","HCR 118","2012-04-19 00:00:00","Yes",2,5,0
"HIV00010231","HCR 58","2012-03-22 00:00:00","Yes",3,8,0
"HIV00011067","HCR 58","2012-04-11 00:00:00","Yes",6,9,0
"HIV00011180","HCR 58","2012-04-19 00:00:00","Yes",1,6,0
"HIV00010542","HCR 19","2012-03-29 00:00:00","Yes",4,8,0
"HIV00011051","HCR 19","2012-04-11 00:00:00","Yes",3,14,0
"HIV00009006","HCR 9","2012-02-24 00:00:00","Yes",4,6,0
"HIV00010717","HCR 9","2012-03-29 00:00:00","Yes",7,8,0
"HIV00011048","HCR 9","2012-04-11 00:00:00","Yes",0,4,0
"HIV00011170","HCR 9","2012-04-19 00:00:00","Yes",1,6,0
"HIV00010730","HCR 178","2012-03-30 00:00:00","Yes",1,3,0
"HIV00011094","HCR 178","2012-04-11 00:00:00","Yes",3,14,0
"HIV00011238","HCR 178","2012-04-20 00:00:00","Yes",5,9,0
"HIV00008212","HB 2524","2012-02-09 00:00:00","Yes",2,9,0
"HIV00008724","HB 2524","2012-02-15 00:00:00","Yes",2,13,0
"HIV00009383","HB 2524","2012-03-01 00:00:00","Yes",0,17,0
"HIV00009384","HB 2524","2012-03-01 00:00:00","Yes",1,3,0
"HIV00009858","HB 2524","2012-03-19 00:00:00","Yes",3,4,0
"HIV00010014","HB 2524","2012-03-19 00:00:00","Yes",1,4,0
"HIV00010553","HB 2524","2012-03-29 00:00:00","Yes",1,13,0
"HIV00007898","HB 2152","2012-02-03 00:00:00","Yes",0,12,0
"HIV00008716","HB 2152","2012-02-16 00:00:00","Yes",0,11,0
"HIV00009325","HB 2152","2012-02-28 00:00:00","Yes",0,17,0
"HIV00009997","HB 2152","2012-03-20 00:00:00","Yes",1,4,0
"HIV00009998","HB 2152","2012-03-20 00:00:00","Yes",2,5,0
"HIV00010918","HB 2152","2012-04-04 00:00:00","Yes",3,11,0
"HIV00008600","SB 3031","2012-02-14 00:00:00","Yes",1,4,0
"HIV00009105","SB 3031","2012-02-27 00:00:00","Yes",0,5,0
"HIV00010195","SB 3031","2012-03-22 00:00:00","Yes",2,9,0
"HIV00010695","SB 3031","2012-03-29 00:00:00","Yes",7,8,0
"HIV00008796","SB 2866","2012-02-21 00:00:00","Yes",1,4,0
"HIV00010059","SB 2866","2012-03-21 00:00:00","Yes",0,12,0
"HIV00010683","SB 2866","2012-03-30 00:00:00","Yes",1,16,0
"HIV00008302","SB 2865","2012-02-09 00:00:00","Yes",2,3,0
"HIV00009239","SB 2865","2012-02-28 00:00:00","Yes",1,13,0
"HIV00010058","SB 2865","2012-03-21 00:00:00","Yes",0,12,0
"HIV00010463","SB 2865","2012-03-28 00:00:00","Yes",2,15,0
"HIV00007969","HB 2380","2012-01-30 00:00:00","Yes",1,11,0
"HIV00007970","HB 2380","2012-01-30 00:00:00","Yes",1,10,0
"HIV00007971","HB 2380","2012-02-08 00:00:00","Yes",1,14,0
"HIV00009048","HB 2380","2012-02-24 00:00:00","Yes",1,16,0
"HIV00010009","HB 2380","2012-03-19 00:00:00","Yes",1,4,0
"HIV00009843","HB 2380","2012-03-19 00:00:00","Yes",2,5,0
"HIV00010544","HB 2380","2012-03-29 00:00:00","Yes",0,14,0
"HIV00007888","HB 2133","2012-02-06 00:00:00","Yes",2,8,0
"HIV00007889","HB 2133","2012-02-06 00:00:00","Yes",0,8,0
"HIV00010841","HB 2133","2012-04-03 00:00:00","Yes",1,3,0
"HIV00010842","HB 2133","2012-04-03 00:00:00","Yes",2,3,0
"HIV00007786","HB 1905","2012-01-30 00:00:00","No",1,9,0
"HIV00008464","HB 1905","2012-02-13 00:00:00","Yes",3,7,0
"HIV00009017","HB 1905","2012-02-24 00:00:00","Yes",4,13,0
"HIV00010081","HB 1905","2012-03-21 00:00:00","Yes",1,3,0
"HIV00010516","HB 1905","2012-03-29 00:00:00","Yes",2,12,0
"HIV00007549","SB 2584","2012-02-02 00:00:00","Yes",1,4,0
"HIV00007550","SB 2584","2012-02-03 00:00:00","Yes",1,5,0
"HIV00008859","SB 2584","2012-02-23 00:00:00","Yes",0,14,0
"HIV00009654","SB 2584","2012-03-14 00:00:00","Yes",0,12,0
"HIV00009957","SB 2584","2012-03-20 00:00:00","Yes",6,8,0
"HIV00010883","SB 2584","2012-04-04 00:00:00","Yes",0,17,0
"HIV00008660","SB 2398","2012-02-15 00:00:00","Yes",1,3,1
"HIV00008744","SB 2398","2012-02-15 00:00:00","Yes",1,5,1
"HIV00009175","SB 2398","2012-02-29 00:00:00","Yes",3,4,0
"HIV00009939","SB 2398","2012-03-19 00:00:00","Yes",3,12,0
"HIV00010644","SB 2398","2012-03-30 00:00:00","Yes",1,2,1
"HIV00009618","SB 2398","2012-03-13 00:00:00","Yes",1,9,0
"HIV00007506","SB 2394","2012-02-02 00:00:00","Yes",1,4,0
"HIV00009172","SB 2394","2012-02-29 00:00:00","Yes",3,4,0
"HIV00009616","SB 2394","2012-03-15 00:00:00","Yes",2,10,0
"HIV00010174","SB 2394","2012-03-21 00:00:00","Yes",3,10,2
"HIV00010643","SB 2394","2012-03-30 00:00:00","Yes",1,15,1
"HIV00008542","SB 2030","2012-02-14 00:00:00","Yes",2,3,0
"HIV00009089","SB 2030","2012-02-27 00:00:00","Yes",1,4,0
"HIV00009917","SB 2030","2012-03-20 00:00:00","Yes",5,6,0
"HIV00010936","SB 2030","2012-04-04 00:00:00","Yes",1,16,0
"HIV00010772","HCR 177","2012-04-02 00:00:00","Yes",3,7,0
"HIV00011093","HCR 177","2012-04-11 00:00:00","Yes",0,4,0
"HIV00011184","HCR 177","2012-04-19 00:00:00","Yes",2,5,0
"HIV00011185","HCR 177","2012-04-19 00:00:00","Yes",1,6,0
"HIV00011092","HCR 169","2012-04-12 00:00:00","Yes",2,9,0
"HIV00011235","HCR 169","2012-04-20 00:00:00","Yes",2,3,0
"HIV00011236","HCR 169","2012-04-20 00:00:00","Yes",3,4,0
"HIV00011237","HCR 169","2012-04-20 00:00:00","Yes",2,5,0
"HIV00010261","HCR 163","2012-03-23 00:00:00","Yes",1,10,0
"HIV00011090","HCR 163","2012-04-11 00:00:00","Yes",3,14,0
"HIV00009081","HCR 32","2012-02-24 00:00:00","Yes",4,6,0
"HIV00011061","HCR 32","2012-04-11 00:00:00","Yes",3,14,0
"HIV00011179","HCR 32","2012-04-19 00:00:00","Yes",3,4,0
"HIV00009282","HB 1033","2012-03-01 00:00:00","Yes",0,16,1
"HIV00010073","HB 1033","2012-03-20 00:00:00","Yes",1,3,1
"HIV00010912","HB 1033","2012-04-04 00:00:00","Yes",2,4,1
"HIV00010911","HB 1033","2012-04-04 00:00:00","Yes",5,8,1
"HIV00010062","SB 3011","2012-03-21 00:00:00","Yes",0,11,0
"HIV00008313","SB 3011","2012-02-09 00:00:00","Yes",2,5,0
"HIV00008596","SB 3011","2012-02-14 00:00:00","Yes",3,6,0
"HIV00009526","SB 3011","2012-03-12 00:00:00","Yes",2,9,0
"HIV00010694","SB 3011","2012-03-29 00:00:00","Yes",1,16,0
"HIV00009441","SB 3011","2012-03-02 00:00:00","Yes",1,13,0
"HIV00008583","SB 2782","2012-02-14 00:00:00","Yes",0,5,0
"HIV00009225","SB 2782","2012-02-28 00:00:00","Yes",1,13,0
"HIV00010187","SB 2782","2012-03-22 00:00:00","Yes",3,8,0
"HIV00010188","SB 2782","2012-03-22 00:00:00","Yes",3,8,0
"HIV00008584","SB 2782","2012-02-14 00:00:00","Yes",2,5,0
"HIV00010891","SB 2782","2012-04-04 00:00:00","Yes",0,17,0
"HIV00007524","SB 2489","2012-02-02 00:00:00","Yes",1,4,0
"HIV00008848","SB 2489","2012-02-23 00:00:00","Yes",0,14,0
"HIV00009634","SB 2489","2012-03-14 00:00:00","Yes",0,12,0
"HIV00010455","SB 2489","2012-03-28 00:00:00","Yes",2,15,0
"HIV00001357","SB 1332","2011-02-14 00:00:00","Yes",0,6,0
"HIV00001358","SB 1332","2011-03-03 00:00:00","Yes",2,3,0
"HIV00001359","SB 1332","2011-03-22 00:00:00","Yes",2,12,0
"HIV00001360","SB 1332","2011-03-30 00:00:00","Yes",0,17,0
"HIV00001112","SB 1197","2011-02-03 00:00:00","Yes",2,3,0
"HIV00001113","SB 1197","2011-02-04 00:00:00","Yes",1,5,0
"HIV00001114","SB 1197","2011-02-25 00:00:00","Yes",1,13,0
"HIV00009550","SB 1197","2012-03-15 00:00:00","Yes",3,8,0
"HIV00010871","SB 1197","2012-04-04 00:00:00","Yes",0,17,0
"HIV00008541","SB 1168","2012-02-14 00:00:00","Yes",1,3,0
"HIV00008919","SB 1168","2012-02-24 00:00:00","Yes",1,4,0
"HIV00009548","SB 1168","2012-03-16 00:00:00","Yes",3,7,0
"HIV00010618","SB 1168","2012-03-29 00:00:00","Yes",6,9,0
"HIV00008532","HB 2869","2012-02-14 00:00:00","Yes",1,10,0
"HIV00009424","HB 2869","2012-02-28 00:00:00","Yes",1,16,0
"HIV00010030","HB 2869","2012-03-19 00:00:00","Yes",1,4,0
"HIV00010753","HB 2869","2012-04-02 00:00:00","Yes",1,12,1
"HIV00008128","HB 2703","2012-02-01 00:00:00","Yes",0,11,0
"HIV00009413","HB 2703","2012-03-01 00:00:00","Yes",0,17,0
"HIV00010109","HB 2703","2012-03-20 00:00:00","Yes",3,6,0
"HIV00010927","HB 2703","2012-04-04 00:00:00","Yes",3,11,0
"HIV00008863","SB 2698","2012-02-22 00:00:00","Yes",2,3,0
"HIV00010325","SB 2698","2012-03-27 00:00:00","Yes",5,10,0
"HIV00007976","HB 2410","2012-02-02 00:00:00","Yes",1,11,0
"HIV00008909","HB 2410","2012-02-23 00:00:00","Yes",0,17,0
"HIV00009846","HB 2410","2012-03-13 00:00:00","Yes",1,4,0
"HIV00010410","HB 2410","2012-03-28 00:00:00","Yes",1,13,0
"HIV00007913","HB 2227","2012-02-03 00:00:00","Yes",1,9,0
"HIV00009331","HB 2227","2012-02-28 00:00:00","Yes",0,17,0
"HIV00010845","HB 2227","2012-04-03 00:00:00","Yes",0,3,2
"HIV00009821","HB 2227","2012-03-16 00:00:00","Yes",2,5,0
"HIV00010919","HB 2227","2012-04-03 00:00:00","Yes",3,10,1
"HIV00008333","HB 2093","2012-02-09 00:00:00","Yes",0,14,0
"HIV00008334","HB 2093","2012-02-09 00:00:00","Yes",0,14,0
"HIV00009025","HB 2093","2012-02-24 00:00:00","Yes",1,16,0
"HIV00009808","HB 2093","2012-03-19 00:00:00","Yes",2,7,0
"HIV00009809","HB 2093","2012-03-19 00:00:00","Yes",2,4,0
"HIV00010526","HB 2093","2012-03-29 00:00:00","Yes",0,14,0
"HIV00007865","HB 2093","2012-01-27 00:00:00","Yes",1,10,0
"HIV00008711","HB 1874","2012-02-16 00:00:00","Yes",4,8,0
"HIV00008899","HB 1874","2012-02-23 00:00:00","Yes",0,17,0
"HIV00010211","HB 1874","2012-03-21 00:00:00","Yes",2,3,0
"HIV00010212","HB 1874","2012-03-21 00:00:00","Yes",3,4,0
"HIV00010514","HB 1874","2012-03-29 00:00:00","Yes",1,13,0
"HIV00008693","SB 3039","2012-02-15 00:00:00","Yes",0,7,0
"HIV00009106","SB 3039","2012-02-27 00:00:00","Yes",0,5,0
"HIV00010335","SB 3039","2012-03-27 00:00:00","Yes",5,10,0
"HIV00009984","SB 3039","2012-03-20 00:00:00","Yes",3,7,0
"HIV00008402","SB 2224","2012-02-13 00:00:00","Yes",2,3,0
"HIV00008404","SB 2224","2012-02-13 00:00:00","Yes",2,3,0
"HIV00008935","SB 2224","2012-02-24 00:00:00","Yes",1,13,0
"HIV00009494","SB 2224","2012-03-12 00:00:00","Yes",1,10,0
"HIV00008403","SB 2224","2012-02-13 00:00:00","Yes",2,5,0
"HIV00010629","SB 2224","2012-03-29 00:00:00","Yes",0,17,0
"HIV00010130","HCR 104","2012-03-21 00:00:00","Yes",3,8,0
"HIV00011077","HCR 104","2012-04-11 00:00:00","Yes",3,14,0
"HIV00011234","HCR 104","2012-04-20 00:00:00","Yes",1,5,0
"HIV00011233","HCR 104","2012-04-20 00:00:00","Yes",2,7,0
"HIV00010696","SCR 36","2012-03-30 00:00:00","Yes",2,3,0
"HIV00010697","SCR 36","2012-03-30 00:00:00","Yes",2,4,0
"HIV00011157","SCR 36","2012-04-19 00:00:00","Yes",4,10,0
"HIV00011158","SCR 36","2012-04-19 00:00:00","Yes",2,9,0
"HIV00010977","SCR 36","2012-04-11 00:00:00","Yes",4,10,0
"HIV00000922","SB 1065","2011-02-15 00:00:00","Yes",0,5,0
"HIV00000923","SB 1065","2011-03-04 00:00:00","Yes",2,2,1
"HIV00000924","SB 1065","2011-03-15 00:00:00","Yes",2,10,0
"HIV00000925","SB 1065","2011-03-15 00:00:00","Yes",3,9,0
"HIV00000926","SB 1065","2011-03-30 00:00:00","Yes",0,17,0
"HIV00008797","SB 2872","2012-02-21 00:00:00","Yes",1,4,0
"HIV00009725","SB 2872","2012-03-19 00:00:00","Yes",3,8,0
"HIV00010684","SB 2872","2012-03-29 00:00:00","Yes",1,16,0
"HIV00008293","SB 2803","2012-02-09 00:00:00","Yes",1,3,0
"HIV00009707","SB 2803","2012-03-19 00:00:00","Yes",2,8,0
"HIV00010460","SB 2803","2012-03-29 00:00:00","Yes",1,16,0
"HIV00008978","SB 2803","2012-02-24 00:00:00","Yes",3,4,0
"HIV00008291","SB 2796","2012-02-09 00:00:00","Yes",1,3,0
"HIV00009704","SB 2796","2012-03-15 00:00:00","Yes",4,6,0
"HIV00010458","SB 2796","2012-03-29 00:00:00","Yes",1,16,0
"HIV00009229","SB 2796","2012-02-28 00:00:00","Yes",1,13,0
"HIV00007598","SB 2774","2012-02-03 00:00:00","Yes",2,3,0
"HIV00007599","SB 2774","2012-02-03 00:00:00","Yes",2,3,0
"HIV00008876","SB 2774","2012-02-23 00:00:00","Yes",0,14,0
"HIV00009690","SB 2774","2012-03-12 00:00:00","Yes",5,9,0
"HIV00010809","SB 2774","2012-04-03 00:00:00","Yes",0,17,0
"HIV00008177","SB 2768","2012-02-09 00:00:00","Yes",0,7,0
"HIV00008873","SB 2768","2012-02-23 00:00:00","Yes",0,14,0
"HIV00010807","SB 2768","2012-04-02 00:00:00","Yes",1,16,0
"HIV00009686","SB 2768","2012-03-12 00:00:00","Yes",5,10,0
"HIV00007588","SB 2758","2012-02-03 00:00:00","Yes",0,7,0
"HIV00008869","SB 2758","2012-02-23 00:00:00","Yes",0,14,0
"HIV00010803","SB 2758","2012-04-02 00:00:00","Yes",1,16,0
"HIV00009965","SB 2758","2012-03-19 00:00:00","Yes",3,12,0
"HIV00007585","SB 2751","2012-02-08 00:00:00","Yes",1,4,0
"HIV00009221","SB 2751","2012-02-28 00:00:00","Yes",2,12,0
"HIV00009963","SB 2751","2012-03-20 00:00:00","Yes",2,10,0
"HIV00010665","SB 2751","2012-03-30 00:00:00","Yes",2,15,0
"HIV00007551","SB 2588","2012-02-03 00:00:00","Yes",0,5,0
"HIV00009502","SB 2588","2012-03-12 00:00:00","Yes",2,8,0
"HIV00010181","SB 2588","2012-03-22 00:00:00","Yes",5,10,0
"HIV00010655","SB 2588","2012-03-29 00:00:00","Yes",0,17,0
"HIV00008567","SB 2434","2012-02-15 00:00:00","Yes",1,3,0
"HIV00008568","SB 2434","2012-02-15 00:00:00","Yes",3,4,0
"HIV00009628","SB 2434","2012-03-13 00:00:00","Yes",1,9,0
"HIV00009946","SB 2434","2012-03-19 00:00:00","Yes",3,12,0
"HIV00010879","SB 2434","2012-04-04 00:00:00","Yes",0,17,0
"HIV00008569","SB 2434","2012-02-15 00:00:00","Yes",3,4,0
"HIV00009688","SB 2772","2012-03-12 00:00:00","Yes",5,9,0
"HIV00010328","SB 2772","2012-03-28 00:00:00","Yes",0,17,0
"HIV00007596","SB 2772","2012-02-03 00:00:00","Yes",1,5,0
"HIV00010307","HCR 150","2012-03-27 00:00:00","Yes",3,7,0
"HIV00011084","HCR 150","2012-04-12 00:00:00","Yes",2,5,0
"HIV00010259","HCR 143","2012-03-23 00:00:00","Yes",1,10,0
"HIV00011150","HCR 143","2012-04-17 00:00:00","Yes",1,6,0
"HIV00003199","HB 1306","2011-02-09 00:00:00","Yes",1,11,0
"HIV00003200","HB 1306","2011-02-24 00:00:00","Yes",1,16,0
"HIV00010204","HB 1306","2012-03-22 00:00:00","Yes",3,4,0
"HIV00010505","HB 1306","2012-03-29 00:00:00","Yes",1,13,0
"HIV00007678","HB 994","2012-01-20 00:00:00","Yes",4,9,0
"HIV00007679","HB 994","2012-02-06 00:00:00","Yes",3,12,0
"HIV00009775","HB 994","2012-03-13 00:00:00","Yes",0,5,0
"HIV00010716","HB 994","2012-03-30 00:00:00","Yes",3,4,0
"HIV00007953","HB 2312","2012-02-03 00:00:00","Yes",1,9,0
"HIV00009043","HB 2312","2012-02-23 00:00:00","Yes",5,10,0
"HIV00010539","HB 2312","2012-03-29 00:00:00","Yes",2,3,0
"HIV00009834","HB 2312","2012-03-16 00:00:00","Yes",2,5,0
"HIV00008807","HB 1772","2012-02-21 00:00:00","Yes",1,14,0
"HIV00010744","HB 1772","2012-04-02 00:00:00","Yes",1,4,0
"HIV00010822","SCR 140","2012-04-03 00:00:00","Yes",3,4,0
"HIV00010907","SCR 140","2012-04-03 00:00:00","Yes",2,3,0
"HIV00011258","SCR 140","2012-04-23 00:00:00","Yes",3,8,0
"HIV00010957","SCR 111","2012-04-10 00:00:00","Yes",3,4,0
"HIV00010958","SCR 111","2012-04-10 00:00:00","Yes",1,4,0
"HIV00010999","SCR 111","2012-04-11 00:00:00","Yes",1,3,0
"HIV00011245","SCR 111","2012-04-23 00:00:00","Yes",3,8,0
"HIV00008588","SB 2877","2012-02-14 00:00:00","Yes",2,5,0
"HIV00008304","SB 2877","2012-02-09 00:00:00","Yes",2,3,0
"HIV00009726","SB 2877","2012-03-19 00:00:00","Yes",3,8,0
"HIV00009727","SB 2877","2012-03-19 00:00:00","Yes",4,8,0
"HIV00010687","SB 2877","2012-03-29 00:00:00","Yes",0,17,0
"HIV00009242","SB 2877","2012-02-28 00:00:00","Yes",1,13,0
"HIV00008817","HB 2852","2012-02-21 00:00:00","Yes",1,14,0
"HIV00010436","HB 2852","2012-03-28 00:00:00","Yes",1,4,0
"HIV00008104","HB 2628","2012-02-01 00:00:00","Yes",4,7,0
"HIV00008360","HB 2628","2012-02-09 00:00:00","Yes",1,13,0
"HIV00009452","HB 2628","2012-03-01 00:00:00","Yes",1,14,0
"HIV00010562","HB 2628","2012-03-29 00:00:00","Yes",3,4,0
"HIV00008476","HB 2254","2012-02-14 00:00:00","Yes",2,10,0
"HIV00008477","HB 2254","2012-02-14 00:00:00","Yes",2,9,0
"HIV00009335","HB 2254","2012-02-28 00:00:00","Yes",0,17,0
"HIV00009826","HB 2254","2012-03-14 00:00:00","Yes",1,4,0
"HIV00010404","HB 2254","2012-03-28 00:00:00","Yes",2,12,0
"HIV00007901","HB 2162","2012-02-01 00:00:00","Yes",5,10,0
"HIV00007902","HB 2162","2012-02-01 00:00:00","Yes",6,9,0
"HIV00009033","HB 2162","2012-02-23 00:00:00","Yes",0,17,0
"HIV00009816","HB 2162","2012-03-16 00:00:00","Yes",2,5,0
"HIV00010297","HB 2162","2012-03-27 00:00:00","Yes",0,5,0
"HIV00007846","HB 2023","2012-01-31 00:00:00","Yes",3,7,0
"HIV00009314","HB 2023","2012-02-28 00:00:00","Yes",0,17,0
"HIV00009807","HB 2023","2012-03-16 00:00:00","Yes",2,5,0
"HIV00010525","HB 2023","2012-03-29 00:00:00","Yes",1,13,0
"HIV00008332","HB 2023","2012-02-09 00:00:00","Yes",2,12,0
"HIV00008329","HB 1964","2012-02-10 00:00:00","Yes",3,7,0
"HIV00009110","HB 1964","2012-02-27 00:00:00","Yes",7,8,0
"HIV00009800","HB 1964","2012-03-16 00:00:00","Yes",2,5,0
"HIV00010720","HB 1964","2012-03-30 00:00:00","Yes",3,4,0
"HIV00007737","HB 1744","2012-01-24 00:00:00","Yes",0,13,0
"HIV00009295","HB 1744","2012-02-28 00:00:00","Yes",0,17,0
"HIV00010837","HB 1744","2012-04-03 00:00:00","Yes",0,3,2
"HIV00010838","HB 1744","2012-04-03 00:00:00","Yes",3,10,1
"HIV00007715","HB 1706","2012-01-25 00:00:00","Yes",5,6,0
"HIV00007716","HB 1706","2012-02-06 00:00:00","Yes",3,12,0
"HIV00010718","HB 1706","2012-03-30 00:00:00","Yes",3,4,0
"HIV00007712","HB 1698","2012-01-24 00:00:00","Yes",0,13,0
"HIV00009290","HB 1698","2012-02-28 00:00:00","Yes",0,17,0
"HIV00009778","HB 1698","2012-03-13 00:00:00","Yes",1,3,0
"HIV00010390","HB 1698","2012-03-28 00:00:00","Yes",3,11,0
"HIV00008175","SB 2671","2012-02-09 00:00:00","Yes",1,4,0
"HIV00009214","SB 2671","2012-02-28 00:00:00","Yes",1,13,0
"HIV00009666","SB 2671","2012-03-16 00:00:00","Yes",2,10,0
"HIV00010944","SB 2671","2012-04-04 00:00:00","Yes",1,16,0
"HIV00009720","SB 2850","2012-03-19 00:00:00","Yes",3,8,0
"HIV00010815","SB 2850","2012-04-03 00:00:00","Yes",0,17,0
"HIV00008300","SB 2850","2012-02-09 00:00:00","Yes",1,6,0
"HIV00007610","SB 2808","2012-01-31 00:00:00","Yes",1,2,1
"HIV00008757","SB 2808","2012-02-17 00:00:00","Yes",3,11,0
"HIV00009709","SB 2808","2012-03-15 00:00:00","Yes",4,6,0
"HIV00010461","SB 2808","2012-03-29 00:00:00","Yes",2,15,0
"HIV00007586","SB 2752","2012-02-03 00:00:00","Yes",0,6,1
"HIV00008868","SB 2752","2012-02-23 00:00:00","Yes",0,13,1
"HIV00009677","SB 2752","2012-03-13 00:00:00","Yes",4,7,0
"HIV00010889","SB 2752","2012-04-04 00:00:00","Yes",0,16,1
"HIV00009964","SB 2752","2012-03-19 00:00:00","Yes",3,12,0
"HIV00008279","SB 2713","2012-02-09 00:00:00","Yes",1,3,0
"HIV00009507","SB 2713","2012-03-12 00:00:00","Yes",2,8,0
"HIV00010185","SB 2713","2012-03-21 00:00:00","Yes",2,13,0
"HIV00010662","SB 2713","2012-03-29 00:00:00","Yes",1,16,0
"HIV00007572","SB 2712","2012-02-02 00:00:00","Yes",1,3,0
"HIV00009669","SB 2712","2012-03-15 00:00:00","Yes",2,8,0
"HIV00009670","SB 2712","2012-03-15 00:00:00","Yes",2,8,0
"HIV00010184","SB 2712","2012-03-21 00:00:00","Yes",2,13,0
"HIV00010661","SB 2712","2012-03-29 00:00:00","Yes",1,16,0
"HIV00009609","SB 2337","2012-03-14 00:00:00","Yes",3,8,0
"HIV00007494","SB 2337","2012-02-08 00:00:00","Yes",2,5,0
"HIV00008839","SB 2337","2012-02-23 00:00:00","Yes",0,14,0
"HIV00010640","SB 2337","2012-03-29 00:00:00","Yes",1,16,0
"HIV00008938","SB 2229","2012-02-24 00:00:00","Yes",3,4,0
"HIV00009933","SB 2229","2012-03-20 00:00:00","Yes",3,7,0
"HIV00010630","SB 2229","2012-03-29 00:00:00","Yes",7,8,0
"HIV00008388","SB 2229","2012-02-10 00:00:00","Yes",1,6,0
"HIV00008727","HB 2598","2012-02-16 00:00:00","Yes",4,8,0
"HIV00009062","HB 2598","2012-02-23 00:00:00","Yes",0,17,0
"HIV00010427","HB 2598","2012-03-28 00:00:00","Yes",1,4,0
"HIV00008893","SB 3029","2012-02-23 00:00:00","Yes",1,4,0
"HIV00009751","SB 3029","2012-03-15 00:00:00","Yes",3,12,0
"HIV00007589","SB 2759","2012-02-03 00:00:00","Yes",1,6,0
"HIV00010666","SB 2759","2012-03-29 00:00:00","Yes",7,8,0
"HIV00008510","HB 2547","2012-02-13 00:00:00","Yes",3,7,0
"HIV00009059","HB 2547","2012-02-24 00:00:00","Yes",4,13,0
"HIV00009867","HB 2547","2012-03-13 00:00:00","Yes",1,3,0
"HIV00010751","HB 2547","2012-04-02 00:00:00","Yes",2,12,0
"HIV00008058","HB 2539","2012-02-02 00:00:00","Yes",3,7,0
"HIV00008353","HB 2539","2012-02-09 00:00:00","Yes",3,12,0
"HIV00009388","HB 2539","2012-03-01 00:00:00","Yes",0,17,0
"HIV00009865","HB 2539","2012-03-13 00:00:00","Yes",1,3,0
"HIV00010303","HB 2539","2012-03-27 00:00:00","Yes",0,5,0
"HIV00008032","HB 2508","2012-01-30 00:00:00","Yes",4,11,0
"HIV00009378","HB 2508","2012-02-28 00:00:00","Yes",1,16,0
"HIV00009856","HB 2508","2012-03-13 00:00:00","Yes",1,6,0
"HIV00010422","HB 2508","2012-03-28 00:00:00","Yes",3,11,0
"HIV00008019","HB 2492","2012-02-07 00:00:00","Yes",2,10,0
"HIV00009372","HB 2492","2012-02-28 00:00:00","Yes",0,17,0
"HIV00009850","HB 2492","2012-03-14 00:00:00","Yes",1,4,0
"HIV00010417","HB 2492","2012-03-28 00:00:00","Yes",1,13,0
"HIV00008910","HB 2458","2012-02-22 00:00:00","Yes",2,13,0
"HIV00008911","HB 2458","2012-02-22 00:00:00","Yes",2,13,0
