"ID","Bill ID","Date","Passed","Other Count","Yes Count","No Count"
"HIV00011753","HB 129","2013-01-29 00:00:00","Yes",2,11,0
"HIV00012548","HB 96","2013-02-07 00:00:00","Yes",2,8,1
"HIV00013407","HB 96","2013-02-25 00:00:00","Yes",0,17,0
"HIV00013587","SB 1385","2013-02-27 00:00:00","Yes",1,12,0
"HIV00012524","SB 1385","2013-02-12 00:00:00","Yes",1,4,0
"HIV00012525","SB 1385","2013-02-12 00:00:00","Yes",2,5,0
"HIV00012419","SB 1091","2013-02-12 00:00:00","Yes",2,11,0
"HIV00012215","SB 350","2013-02-12 00:00:00","Yes",2,11,0
"HIV00013088","HB 1327","2013-02-15 00:00:00","Yes",2,6,0
"HIV00013087","HB 1327","2013-02-15 00:00:00","Yes",2,7,0
"HIV00011675","SB 527","2013-01-28 00:00:00","Yes",0,5,0
"HIV00013140","SB 527","2013-02-21 00:00:00","Yes",1,12,0
"HIV00012374","SB 991","2013-02-08 00:00:00","Yes",2,5,0
"HIV00012373","SB 991","2013-02-07 00:00:00","Yes",1,6,0
"HIV00013573","SB 991","2013-02-27 00:00:00","Yes",1,12,0
"HIV00012428","SB 1103","2013-02-05 00:00:00","Yes",2,3,0
"HIV00012917","SB 1103","2013-02-14 00:00:00","Yes",1,12,0
"HIV00012584","HB 338","2013-02-07 00:00:00","Yes",1,8,0
"HIV00012585","HB 338","2013-02-07 00:00:00","Yes",2,7,0
"HIV00013385","HB 338","2013-02-22 00:00:00","Yes",0,17,0
"HIV00011896","HB 238","2013-01-31 00:00:00","Yes",3,10,0
"HIV00013202","HB 238","2013-02-20 00:00:00","Yes",0,17,0
"HIV00012023","HB 1028","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013371","HB 1028","2013-02-22 00:00:00","Yes",0,17,0
"HIV00011889","HB 198","2013-01-31 00:00:00","Yes",3,10,0
"HIV00013501","HB 198","2013-02-27 00:00:00","Yes",0,17,0
"HIV00011767","HB 196","2013-01-30 00:00:00","Yes",0,10,0
"HIV00012569","HB 196","2013-02-08 00:00:00","Yes",6,7,0
"HIV00013341","HB 196","2013-02-21 00:00:00","Yes",0,17,0
"HIV00012568","HB 194","2013-02-11 00:00:00","Yes",1,7,1
"HIV00013340","HB 194","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012948","HB 190","2013-02-13 00:00:00","Yes",3,7,0
"HIV00012560","HB 158","2013-02-07 00:00:00","Yes",4,6,0
"HIV00011758","HB 158","2013-01-30 00:00:00","Yes",1,9,0
"HIV00013336","HB 158","2013-02-21 00:00:00","Yes",1,16,0
"HIV00011756","HB 151","2013-01-29 00:00:00","Yes",1,8,0
"HIV00013499","HB 151","2013-02-27 00:00:00","Yes",0,17,0
"HIV00011886","HB 139","2013-01-31 00:00:00","Yes",4,9,0
"HIV00013195","HB 139","2013-02-20 00:00:00","Yes",0,17,0
"HIV00012628","HB 602","2013-02-06 00:00:00","Yes",0,9,0
"HIV00013453","HB 602","2013-02-25 00:00:00","Yes",4,11,0
"HIV00013359","HB 568","2013-02-21 00:00:00","Yes",4,9,0
"HIV00013392","HB 563","2013-02-22 00:00:00","Yes",0,17,0
"HIV00013126","HB 510","2013-02-19 00:00:00","Yes",5,8,0
"HIV00012614","HB 505","2013-02-07 00:00:00","Yes",1,8,0
"HIV00012615","HB 505","2013-02-07 00:00:00","Yes",2,7,0
"HIV00013387","HB 505","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012612","HB 497","2013-02-06 00:00:00","Yes",0,9,0
"HIV00012613","HB 497","2013-02-11 00:00:00","Yes",5,10,0
"HIV00013628","HB 497","2013-02-28 00:00:00","Yes",0,17,0
"HIV00011908","HB 486","2013-01-31 00:00:00","Yes",1,10,0
"HIV00013352","HB 486","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012123","HB 481","2013-02-04 00:00:00","Yes",2,9,0
"HIV00013625","HB 481","2013-02-28 00:00:00","Yes",0,17,0
"HIV00012043","HB 429","2013-02-04 00:00:00","Yes",2,7,0
"HIV00013507","HB 429","2013-02-27 00:00:00","Yes",0,17,0
"HIV00011928","HB 842","2013-02-01 00:00:00","Yes",2,6,0
"HIV00013601","HB 842","2013-02-27 00:00:00","Yes",4,11,0
"HIV00012217","SB 380","2013-02-12 00:00:00","Yes",3,4,0
"HIV00013256","SB 380","2013-02-22 00:00:00","Yes",1,12,0
"HIV00013428","SB 225","2013-02-26 00:00:00","Yes",0,5,0
"HIV00012393","SB 1033","2013-02-12 00:00:00","Yes",2,11,0
"HIV00013541","SB 103","2013-02-27 00:00:00","Yes",1,11,1
"HIV00011708","SB 103","2013-01-29 00:00:00","Yes",2,3,0
"HIV00013279","SB 775","2013-02-21 00:00:00","Yes",2,3,0
"HIV00012840","HB 1441","2013-02-08 00:00:00","Yes",1,7,0
"HIV00013531","HB 1441","2013-02-27 00:00:00","Yes",0,17,0
"HIV00012820","HB 1402","2013-02-07 00:00:00","Yes",2,6,0
"HIV00013379","HB 1402","2013-02-22 00:00:00","Yes",0,17,0
"HIV00013636","HB 1257","2013-02-28 00:00:00","Yes",0,15,2
"HIV00011972","HB 1098","2013-02-01 00:00:00","Yes",2,6,0
"HIV00013605","HB 1098","2013-02-27 00:00:00","Yes",3,12,0
"HIV00011671","SB 337","2013-01-28 00:00:00","Yes",0,9,0
"HIV00013135","SB 337","2013-02-21 00:00:00","Yes",1,12,0
"HIV00011711","SB 204","2013-01-29 00:00:00","Yes",1,4,0
"HIV00013024","SB 204","2013-02-14 00:00:00","Yes",0,13,0
"HIV00012191","SB 190","2013-02-12 00:00:00","Yes",3,10,0
"HIV00012653","HB 743","2013-02-08 00:00:00","Yes",0,9,0
"HIV00013218","HB 743","2013-02-20 00:00:00","Yes",0,17,0
"HIV00012239","SB 465","2013-02-08 00:00:00","Yes",1,4,0
"HIV00011968","HB 989","2013-02-01 00:00:00","Yes",0,9,0
"HIV00011969","HB 989","2013-02-01 00:00:00","Yes",0,8,0
"HIV00013098","SB 229","2013-02-20 00:00:00","Yes",1,4,0
"HIV00011741","SB 872","2013-01-30 00:00:00","Yes",0,5,0
"HIV00011844","SB 664","2013-01-30 00:00:00","Yes",2,3,0
"HIV00012880","SB 664","2013-02-14 00:00:00","Yes",1,12,0
"HIV00012216","SB 369","2013-02-12 00:00:00","Yes",1,4,0
"HIV00013556","SB 369","2013-02-28 00:00:00","Yes",2,11,0
"HIV00012366","SB 974","2013-02-05 00:00:00","Yes",1,6,0
"HIV00013167","SB 974","2013-02-21 00:00:00","Yes",1,12,0
"HIV00013523","HB 1066","2013-02-26 00:00:00","Yes",2,11,0
"HIV00012811","HB 1380","2013-02-12 00:00:00","Yes",2,8,0
"HIV00013529","HB 1380","2013-02-27 00:00:00","Yes",0,17,0
"HIV00013198","HB 208","2013-02-20 00:00:00","Yes",0,17,0
"HIV00011768","HB 208","2013-01-29 00:00:00","Yes",2,11,0
"HIV00012941","HB 37","2013-02-12 00:00:00","Yes",3,10,0
"HIV00012910","SB 1043","2013-02-14 00:00:00","Yes",1,6,0
"HIV00011862","SB 945","2013-01-30 00:00:00","Yes",2,3,0
"HIV00013113","SB 945","2013-02-20 00:00:00","Yes",1,6,0
"HIV00012324","SB 754","2013-02-12 00:00:00","Yes",2,5,0
"HIV00013154","SB 754","2013-02-21 00:00:00","Yes",1,12,0
"HIV00012313","SB 709","2013-02-12 00:00:00","Yes",2,5,0
"HIV00013152","SB 709","2013-02-21 00:00:00","Yes",1,12,0
"HIV00013101","SB 464","2013-02-19 00:00:00","Yes",2,3,0
"HIV00013261","SB 453","2013-02-22 00:00:00","Yes",1,4,0
"HIV00012232","SB 453","2013-02-05 00:00:00","Yes",0,7,0
"HIV00011703","SB 59","2013-01-29 00:00:00","Yes",2,3,0
"HIV00013247","SB 59","2013-02-22 00:00:00","Yes",1,12,0
"HIV00012684","HB 857","2013-02-12 00:00:00","Yes",1,10,0
"HIV00012685","HB 857","2013-02-12 00:00:00","Yes",0,9,0
"HIV00013418","HB 857","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012375","SB 992","2013-02-12 00:00:00","Yes",2,5,0
"HIV00013168","SB 992","2013-02-21 00:00:00","Yes",1,12,0
"HIV00011856","SB 878","2013-01-31 00:00:00","Yes",1,4,0
"HIV00013159","SB 878","2013-02-21 00:00:00","Yes",1,12,0
"HIV00012330","SB 814","2013-02-07 00:00:00","Yes",2,3,0
"HIV00012331","SB 814","2013-02-07 00:00:00","Yes",1,4,0
"HIV00013280","SB 814","2013-02-22 00:00:00","Yes",1,12,0
"HIV00011684","SB 726","2013-01-28 00:00:00","Yes",0,9,0
"HIV00012885","SB 726","2013-02-14 00:00:00","Yes",0,13,0
"HIV00012300","SB 681","2013-02-07 00:00:00","Yes",2,5,0
"HIV00012301","SB 681","2013-02-07 00:00:00","Yes",1,4,0
"HIV00013150","SB 681","2013-02-21 00:00:00","Yes",1,12,0
"HIV00011981","HB 1292","2013-02-01 00:00:00","Yes",0,9,0
"HIV00011982","HB 1292","2013-02-01 00:00:00","Yes",0,8,0
"HIV00013236","HB 1292","2013-02-21 00:00:00","Yes",1,16,0
"HIV00012779","HB 1189","2013-02-11 00:00:00","Yes",0,9,0
"HIV00013606","HB 1189","2013-02-27 00:00:00","Yes",4,11,0
"HIV00012773","HB 1172","2013-02-08 00:00:00","Yes",1,8,0
"HIV00013233","HB 1172","2013-02-20 00:00:00","Yes",0,17,0
"HIV00012772","HB 1172","2013-02-08 00:00:00","Yes",1,8,0
"HIV00012761","HB 1131","2013-02-06 00:00:00","Yes",1,9,0
"HIV00013524","HB 1131","2013-02-27 00:00:00","Yes",2,6,0
"HIV00012753","HB 1101","2013-02-06 00:00:00","Yes",1,8,0
"HIV00013229","HB 1101","2013-02-20 00:00:00","Yes",2,13,0
"HIV00013230","HB 1101","2013-02-20 00:00:00","Yes",2,11,0
"HIV00012750","HB 1093","2013-02-06 00:00:00","Yes",1,6,1
"HIV00012751","HB 1093","2013-02-06 00:00:00","Yes",2,6,1
"HIV00013469","HB 1093","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012747","HB 1074","2013-02-08 00:00:00","Yes",0,9,0
"HIV00013228","HB 1074","2013-02-20 00:00:00","Yes",0,17,0
"HIV00012677","HB 838","2013-02-11 00:00:00","Yes",5,9,1
"HIV00013517","HB 838","2013-02-27 00:00:00","Yes",0,17,0
"HIV00013064","HB 793","2013-02-14 00:00:00","Yes",6,7,0
"HIV00013631","HB 793","2013-02-28 00:00:00","Yes",0,17,0
"HIV00011750","HB 38","2013-01-29 00:00:00","Yes",2,11,0
"HIV00011834","SB 490","2013-01-31 00:00:00","Yes",2,5,0
"HIV00013102","SB 490","2013-02-20 00:00:00","Yes",2,5,0
"HIV00013026","SB 460","2013-02-14 00:00:00","Yes",1,4,0
"HIV00012237","SB 460","2013-02-05 00:00:00","Yes",2,5,0
"HIV00012238","SB 460","2013-02-12 00:00:00","Yes",1,4,0
"HIV00013262","SB 460","2013-02-22 00:00:00","Yes",1,12,0
"HIV00012231","SB 452","2013-02-05 00:00:00","Yes",0,7,0
"HIV00013260","SB 452","2013-02-22 00:00:00","Yes",1,4,0
"HIV00011722","SB 414","2013-01-30 00:00:00","Yes",0,5,0
"HIV00013480","SB 414","2013-02-27 00:00:00","Yes",1,4,2
"HIV00013481","SB 414","2013-02-27 00:00:00","Yes",5,7,1
"HIV00011828","SB 358","2013-01-31 00:00:00","Yes",1,4,0
"HIV00011827","SB 358","2013-01-30 00:00:00","Yes",2,3,0
"HIV00013555","SB 358","2013-02-27 00:00:00","Yes",2,11,0
"HIV00011817","SB 210","2013-01-31 00:00:00","Yes",1,4,0
"HIV00013133","SB 210","2013-02-21 00:00:00","Yes",0,13,0
"HIV00011937","HB 866","2013-02-01 00:00:00","Yes",0,9,0
"HIV00013070","HB 866","2013-02-15 00:00:00","Yes",3,5,0
"HIV00012841","HB 1459","2013-02-06 00:00:00","Yes",1,8,0
"HIV00012842","HB 1459","2013-02-06 00:00:00","Yes",6,9,0
"HIV00013532","HB 1459","2013-02-27 00:00:00","Yes",0,17,0
"HIV00012839","HB 1440","2013-02-13 00:00:00","Yes",2,7,0
"HIV00013530","HB 1440","2013-02-27 00:00:00","Yes",2,6,0
"HIV00012805","HB 1342","2013-02-11 00:00:00","Yes",6,7,0
"HIV00012804","HB 1342","2013-02-11 00:00:00","Yes",6,9,0
"HIV00013241","HB 1342","2013-02-20 00:00:00","Yes",1,16,0
"HIV00012527","SB 1387","2013-02-05 00:00:00","Yes",0,7,0
"HIV00013327","SB 1387","2013-02-22 00:00:00","Yes",2,11,0
"HIV00013045","SB 1384","2013-02-14 00:00:00","Yes",2,5,0
"HIV00013044","SB 1384","2013-02-14 00:00:00","Yes",2,3,0
"HIV00013586","SB 1384","2013-02-27 00:00:00","Yes",1,12,0
"HIV00012703","HB 907","2013-02-08 00:00:00","Yes",1,7,0
"HIV00013634","HB 907","2013-02-28 00:00:00","Yes",1,12,0
"HIV00012933","SB 1306","2013-02-13 00:00:00","Yes",0,5,0
"HIV00013582","SB 1306","2013-02-27 00:00:00","Yes",4,8,1
"HIV00012050","HB 742","2013-02-04 00:00:00","Yes",3,5,0
"HIV00013394","HB 742","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012647","HB 690","2013-02-11 00:00:00","Yes",0,9,0
"HIV00013215","HB 690","2013-02-20 00:00:00","Yes",2,11,2
"HIV00013216","HB 690","2013-02-20 00:00:00","Yes",2,9,2
"HIV00012678","HB 839","2013-02-11 00:00:00","Yes",5,9,1
"HIV00013518","HB 839","2013-02-27 00:00:00","Yes",0,17,0
"HIV00011993","SB 1233","2013-02-01 00:00:00","Yes",2,3,0
"HIV00013121","SB 1233","2013-02-20 00:00:00","Yes",1,4,0
"HIV00012432","SB 1109","2013-02-11 00:00:00","Yes",0,4,1
"HIV00012433","SB 1109","2013-02-12 00:00:00","Yes",1,3,1
"HIV00013181","SB 1109","2013-02-21 00:00:00","Yes",0,12,1
"HIV00012047","HB 692","2013-02-04 00:00:00","Yes",2,7,0
"HIV00013217","HB 692","2013-02-20 00:00:00","Yes",0,17,0
"HIV00013594","HB 457","2013-02-27 00:00:00","Yes",4,11,0
"HIV00013624","HB 418","2013-02-28 00:00:00","Yes",1,12,0
"HIV00011776","HB 370","2013-01-30 00:00:00","Yes",2,6,0
"HIV00013447","HB 370","2013-02-25 00:00:00","Yes",4,11,0
"HIV00012583","HB 334","2013-02-11 00:00:00","Yes",1,8,0
"HIV00013344","HB 334","2013-02-21 00:00:00","Yes",0,17,0
"HIV00012949","HB 191","2013-02-13 00:00:00","Yes",3,6,0
"HIV00013338","HB 191","2013-02-21 00:00:00","Yes",1,16,0
"HIV00011764","HB 169","2013-01-30 00:00:00","Yes",0,10,0
"HIV00013443","HB 169","2013-02-25 00:00:00","Yes",0,17,0
"HIV00013442","HB 138","2013-02-25 00:00:00","Yes",4,11,0
"HIV00013592","HB 101","2013-02-27 00:00:00","Yes",0,15,2
"HIV00012550","HB 101","2013-02-11 00:00:00","Yes",0,9,0
"HIV00012538","HB 24","2013-02-06 00:00:00","Yes",5,10,0
"HIV00013194","HB 24","2013-02-20 00:00:00","Yes",1,16,0
"HIV00011747","HB 20","2013-01-30 00:00:00","Yes",0,8,0
"HIV00013620","HB 20","2013-02-28 00:00:00","Yes",0,17,0
"HIV00011923","HB 725","2013-01-31 00:00:00","Yes",2,8,0
"HIV00013459","HB 725","2013-02-25 00:00:00","Yes",0,17,0
"HIV00011919","HB 710","2013-02-01 00:00:00","Yes",0,9,0
"HIV00011920","HB 710","2013-02-01 00:00:00","Yes",0,8,0
"HIV00013458","HB 710","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012046","HB 687","2013-02-04 00:00:00","Yes",2,7,0
"HIV00013213","HB 687","2013-02-20 00:00:00","Yes",0,17,0
"HIV00012645","HB 674","2013-02-06 00:00:00","Yes",1,9,0
"HIV00013513","HB 674","2013-02-27 00:00:00","Yes",0,17,0
"HIV00012637","HB 658","2013-02-13 00:00:00","Yes",1,7,0
"HIV00013211","HB 658","2013-02-21 00:00:00","Yes",1,16,0
"HIV00013456","HB 648","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012616","HB 508","2013-02-11 00:00:00","Yes",3,8,0
"HIV00013357","HB 508","2013-02-22 00:00:00","Yes",0,17,0
"HIV00013509","HB 493","2013-02-26 00:00:00","Yes",3,10,0
"HIV00013508","HB 484","2013-02-27 00:00:00","Yes",0,17,0
"HIV00012963","HB 484","2013-02-13 00:00:00","Yes",3,8,0
"HIV00012964","HB 484","2013-02-13 00:00:00","Yes",4,5,0
"HIV00012961","HB 482","2013-02-13 00:00:00","Yes",3,6,2
"HIV00012962","HB 482","2013-02-13 00:00:00","Yes",4,3,2
"HIV00013626","HB 482","2013-02-28 00:00:00","Yes",0,17,0
"HIV00013007","HB 1280","2013-02-14 00:00:00","Yes",1,8,0
"HIV00013528","HB 1280","2013-02-26 00:00:00","Yes",3,10,0
"HIV00011797","HB 892","2013-01-30 00:00:00","Yes",0,9,0
"HIV00013633","HB 892","2013-02-28 00:00:00","Yes",0,16,1
"HIV00011944","HB 873","2013-01-31 00:00:00","Yes",0,8,0
"HIV00012688","HB 873","2013-02-12 00:00:00","Yes",3,10,0
"HIV00013519","HB 873","2013-02-27 00:00:00","Yes",0,17,0
"HIV00011796","HB 859","2013-01-30 00:00:00","Yes",0,9,0
"HIV00012686","HB 859","2013-02-08 00:00:00","Yes",0,9,0
"HIV00013463","HB 859","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012147","HB 856","2013-02-05 00:00:00","Yes",0,9,0
"HIV00012984","HB 856","2013-02-13 00:00:00","Yes",5,10,0
"HIV00013632","HB 856","2013-02-28 00:00:00","Yes",0,17,0
"HIV00012982","HB 846","2013-02-13 00:00:00","Yes",4,5,0
"HIV00012983","HB 846","2013-02-13 00:00:00","Yes",3,8,0
"HIV00013602","HB 846","2013-02-27 00:00:00","Yes",4,11,0
"HIV00012142","HB 810","2013-02-05 00:00:00","Yes",0,9,0
"HIV00013598","HB 810","2013-02-27 00:00:00","Yes",3,12,0
"HIV00012973","HB 734","2013-02-13 00:00:00","Yes",3,8,0
"HIV00012974","HB 734","2013-02-13 00:00:00","Yes",4,5,0
"HIV00013018","HCR 14","2013-02-13 00:00:00","Yes",3,5,0
"HIV00012030","HB 1168","2013-02-01 00:00:00","Yes",1,8,0
"HIV00012999","HB 1168","2013-02-14 00:00:00","Yes",2,15,0
"HIV00012001","HB 434","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013053","HB 434","2013-02-14 00:00:00","Yes",2,15,0
"HIV00012000","HB 433","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013052","HB 433","2013-02-14 00:00:00","Yes",2,15,0
"HIV00011999","HB 432","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013051","HB 432","2013-02-14 00:00:00","Yes",2,15,0
"HIV00011998","HB 431","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013050","HB 431","2013-02-14 00:00:00","Yes",2,15,0
"HIV00012599","HB 427","2013-02-08 00:00:00","Yes",6,7,0
"HIV00013348","HB 427","2013-02-21 00:00:00","Yes",0,17,0
"HIV00012119","HB 357","2013-02-05 00:00:00","Yes",0,9,0
"HIV00012953","HB 357","2013-02-13 00:00:00","Yes",5,9,1
"HIV00013504","HB 357","2013-02-27 00:00:00","Yes",0,14,3
"HIV00012580","HB 293","2013-02-13 00:00:00","Yes",0,10,0
"HIV00011900","HB 275","2013-01-31 00:00:00","Yes",5,7,1
"HIV00013445","HB 275","2013-02-25 00:00:00","Yes",0,17,0
"HIV00011762","HB 166","2013-01-30 00:00:00","Yes",0,10,0
"HIV00012562","HB 166","2013-02-12 00:00:00","Yes",1,8,0
"HIV00013337","HB 166","2013-02-21 00:00:00","Yes",0,17,0
"HIV00013025","SB 223","2013-02-15 00:00:00","Yes",1,4,0
"HIV00012809","HB 1365","2013-02-07 00:00:00","Yes",2,9,0
"HIV00013375","HB 1365","2013-02-22 00:00:00","Yes",0,16,1
"HIV00012797","HB 1317","2013-02-06 00:00:00","Yes",2,6,0
"HIV00012798","HB 1317","2013-02-06 00:00:00","Yes",0,10,0
"HIV00013372","HB 1317","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012029","HB 1167","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013421","HB 1167","2013-02-25 00:00:00","Yes",0,17,0
"HIV00011786","HB 551","2013-01-30 00:00:00","Yes",0,9,0
"HIV00012970","HB 551","2013-02-13 00:00:00","Yes",3,12,0
"HIV00013391","HB 551","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012969","HB 524","2013-02-13 00:00:00","Yes",0,10,0
"HIV00013055","HB 506","2013-02-14 00:00:00","Yes",2,15,0
"HIV00011910","HB 499","2013-02-01 00:00:00","Yes",1,7,0
"HIV00013355","HB 499","2013-02-22 00:00:00","Yes",0,17,0
"HIV00011907","HB 478","2013-01-31 00:00:00","Yes",1,10,0
"HIV00012960","HB 478","2013-02-13 00:00:00","Yes",3,7,0
"HIV00013351","HB 478","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012808","HB 1354","2013-02-07 00:00:00","Yes",4,6,0
"HIV00013374","HB 1354","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012802","HB 1339","2013-02-11 00:00:00","Yes",1,8,0
"HIV00013373","HB 1339","2013-02-21 00:00:00","Yes",0,17,0
"HIV00012976","HB 788","2013-02-14 00:00:00","Yes",3,5,0
"HIV00013366","HB 788","2013-02-21 00:00:00","Yes",6,7,0
"HIV00013430","SB 478","2013-02-26 00:00:00","Yes",0,4,1
"HIV00012054","HB 983","2013-02-04 00:00:00","Yes",2,7,0
"HIV00013083","HB 983","2013-02-14 00:00:00","Yes",2,15,0
"HIV00012024","HB 1162","2013-02-01 00:00:00","Yes",1,8,0
"HIV00012996","HB 1162","2013-02-14 00:00:00","Yes",2,15,0
"HIV00012696","HB 897","2013-02-08 00:00:00","Yes",0,8,0
"HIV00012010","HB 917","2013-02-01 00:00:00","Yes",1,8,0
"HIV00011958","HB 917","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013072","HB 917","2013-02-14 00:00:00","Yes",2,15,0
"HIV00012755","HB 1112","2013-02-06 00:00:00","Yes",0,9,0
"HIV00013231","HB 1112","2013-02-20 00:00:00","Yes",0,17,0
"HIV00012035","HB 1174","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013423","HB 1174","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012034","HB 1173","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013422","HB 1173","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012343","SB 894","2013-02-05 00:00:00","Yes",3,4,0
"HIV00013484","SB 894","2013-02-27 00:00:00","Yes",1,7,5
"HIV00013483","SB 894","2013-02-27 00:00:00","Yes",0,4,1
"HIV00012823","HB 1409","2013-02-12 00:00:00","Yes",0,8,1
"HIV00012824","HB 1409","2013-02-12 00:00:00","Yes",1,10,0
"HIV00013478","HB 1409","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012027","HB 1165","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013419","HB 1165","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012698","HB 898","2013-02-07 00:00:00","Yes",1,7,0
"HIV00012697","HB 898","2013-02-07 00:00:00","Yes",1,7,0
"HIV00013465","HB 898","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012681","HB 850","2013-02-07 00:00:00","Yes",0,9,0
"HIV00012682","HB 850","2013-02-07 00:00:00","Yes",1,9,0
"HIV00013395","HB 850","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012675","HB 834","2013-02-08 00:00:00","Yes",0,9,0
"HIV00013417","HB 834","2013-02-25 00:00:00","Yes",0,17,0
"HIV00012673","HB 832","2013-02-08 00:00:00","Yes",0,9,0
"HIV00013415","HB 832","2013-02-25 00:00:00","Yes",0,17,0
"HIV00011760","HB 161","2013-01-30 00:00:00","Yes",1,9,0
"HIV00012135","HB 643","2013-02-05 00:00:00","Yes",1,7,0
"HIV00013209","HB 643","2013-02-21 00:00:00","Yes",1,16,0
"HIV00012967","HB 488","2013-02-13 00:00:00","Yes",4,5,0
"HIV00012968","HB 488","2013-02-13 00:00:00","Yes",3,8,0
"HIV00013353","HB 488","2013-02-22 00:00:00","Yes",0,17,0
"HIV00012595","HB 410","2013-02-08 00:00:00","Yes",6,7,0
"HIV00013346","HB 410","2013-02-21 00:00:00","Yes",0,17,0
"HIV00012033","HB 1171","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013002","HB 1171","2013-02-14 00:00:00","Yes",2,15,0
"HIV00012032","HB 1170","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013001","HB 1170","2013-02-14 00:00:00","Yes",2,15,0
"HIV00012031","HB 1169","2013-02-01 00:00:00","Yes",1,8,0
"HIV00013000","HB 1169","2013-02-14 00:00:00","Yes",2,15,0
"HIV00011926","HB 750","2013-01-31 00:00:00","Yes",1,9,0
"HIV00012975","HB 750","2013-02-13 00:00:00","Yes",0,17,0
"HIV00012748","HB 1080","2013-02-11 00:00:00","Yes",0,9,0
"HIV00013468","HB 1080","2013-02-25 00:00:00","Yes",0,17,0
"HIV00011755","HB 147","2013-01-29 00:00:00","Yes",2,10,1
"HIV00012549","HB 97","2013-02-07 00:00:00","Yes",2,8,1
"HIV00011751","HB 88","2013-01-29 00:00:00","Yes",2,11,0
"HIV00011880","HB 18","2013-01-31 00:00:00","Yes",4,9,0
"HIV00013030","SB 736","2013-02-14 00:00:00","Yes",1,4,0
"HIV00012886","SB 736","2013-02-13 00:00:00","Yes",2,5,0
"HIV00011653","SB 85","2013-01-28 00:00:00","Yes",1,3,1
"HIV00013095","SB 123","2013-02-20 00:00:00","Yes",0,6,1
"HIV00012310","SB 707","2013-02-11 00:00:00","Yes",0,7,0
"HIV00012309","SB 707","2013-02-11 00:00:00","Yes",2,5,0
"HIV00013029","SB 707","2013-02-15 00:00:00","Yes",1,12,0
"HIV00012060","HB 1249","2013-02-04 00:00:00","Yes",1,8,0
"HIV00011894","HB 231","2013-01-31 00:00:00","Yes",5,8,0
"HIV00011888","HB 189","2013-01-31 00:00:00","Yes",4,9,0
"HIV00012561","HB 160","2013-02-06 00:00:00","Yes",3,7,0
"HIV00012605","HB 453","2013-02-12 00:00:00","Yes",0,9,0
"HIV00012390","SB 1026","2013-02-05 00:00:00","Yes",3,4,0
"HIV00012389","SB 1026","2013-02-05 00:00:00","Yes",1,6,0
"HIV00011848","SB 715","2013-01-31 00:00:00","Yes",1,6,0
"HIV00011849","SB 715","2013-01-31 00:00:00","Yes",2,5,0
"HIV00012171","SB 51","2013-02-05 00:00:00","Yes",3,4,0
"HIV00012844","HB 1482","2013-02-08 00:00:00","Yes",0,8,0
"HIV00012153","HB 1126","2013-02-05 00:00:00","Yes",1,8,0
"HIV00011777","HB 376","2013-01-30 00:00:00","Yes",2,6,0
"HIV00012693","HB 894","2013-02-08 00:00:00","Yes",0,8,0
"HIV00012131","HB 555","2013-02-05 00:00:00","Yes",1,8,0
"HIV00011783","HB 437","2013-01-29 00:00:00","Yes",1,8,0
"HIV00012929","SB 1241","2013-02-13 00:00:00","Yes",1,6,0
"HIV00012930","SB 1241","2013-02-13 00:00:00","Yes",0,5,0
"HIV00012251","SB 504","2013-02-06 00:00:00","Yes",3,4,0
"HIV00012252","SB 504","2013-02-06 00:00:00","Yes",1,6,0
"HIV00012679","HB 849","2013-02-07 00:00:00","Yes",0,9,0
"HIV00012680","HB 849","2013-02-07 00:00:00","Yes",1,9,0
"HIV00011642","HB 625","2013-01-28 00:00:00","Yes",0,9,0
"HIV00013096","SB 168","2013-02-20 00:00:00","Yes",3,4,1
