"Bill ID","Referred-Type","Date","Vote-Type","Voter-Name"
"SR 130","THA","2013-04-02 00:00:00","Aye(s)","Galuteria"
"SR 130","THA","2013-04-02 00:00:00","Aye(s)","Keith-Agaran"
"SR 130","THA","2013-04-02 00:00:00","Aye(s)","Kahele"
"SR 130","THA","2013-04-02 00:00:00","Aye(s)","Kidani"
"SR 130","THA","2013-04-02 00:00:00","Aye(s)","Shimabukuro"
"SR 130","THA","2013-04-02 00:00:00","Aye(s)","Solomon"
"SR 130","THA","2013-04-02 00:00:00","Aye(s)","Slom"
"SR 130","THA","2013-04-02 00:00:00","Excused","Hee."
"SR 130","TEC","2013-04-02 00:00:00","Aye(s)","Wakai"
"SR 130","TEC","2013-04-02 00:00:00","Aye(s)","Gabbard"
"SR 130","TEC","2013-04-02 00:00:00","Aye(s)","Slom"
"SR 130","TEC","2013-04-02 00:00:00","Excused","Nishihara"
"SR 130","TEC","2013-04-02 00:00:00","Excused","Tokuda."
"SR 130","WTL","2013-04-02 00:00:00","Aye(s)","Solomon"
"SR 130","WTL","2013-04-02 00:00:00","Aye(s)","Shimabukuro"
"SR 130","WTL","2013-04-02 00:00:00","Aye(s)","Ruderman"
"SR 130","WTL","2013-04-02 00:00:00","Aye(s)","L.Thielen"
"SR 130","WTL","2013-04-02 00:00:00","Aye(s)","Slom"
"SR 130","WTL","2013-04-02 00:00:00","Excused","DelaCruz"
"SR 130","WTL","2013-04-02 00:00:00","Excused","Ihara."
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Ige"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Kidani"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","ChunOakland"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","DelaCruz"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","English"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Espero"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Kahele"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Keith-Agaran"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Kouchi"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Ruderman"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","L.Thielen"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Tokuda"
"HB 430","WAM","2013-03-15 00:00:00","Aye(s)","Slom"
"SB 867","JDL","2013-02-11 00:00:00","Aye(s)","Hee"
"SB 867","JDL","2013-02-11 00:00:00","Aye(s)","Shimabukuro"
"SB 867","JDL","2013-02-11 00:00:00","Aye(s)","Gabbard"
"SB 867","JDL","2013-02-11 00:00:00","Aye(s) with reservations","Ihara"
"SB 867","JDL","2013-02-11 00:00:00","No(es)","Slom"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","Ige"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","Kidani"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","ChunOakland"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","DelaCruz"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","English"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","Espero"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","Kahele"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","Keith-Agaran"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","Ruderman"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","L.Thielen"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s)","Tokuda"
"SB 867","WAM","2013-02-21 00:00:00","Aye(s) with reservations","Slom"
"SB 867","WAM","2013-02-21 00:00:00","Excused","Kouchi."
"SB 535","JDL","2013-02-07 00:00:00","Aye(s)","Hee"
"SB 535","JDL","2013-02-07 00:00:00","Aye(s)","Shimabukuro"
"SB 535","JDL","2013-02-07 00:00:00","Aye(s)","Gabbard"
"SB 535","JDL","2013-02-07 00:00:00","Aye(s) with reservations","Ihara"
"SB 535","JDL","2013-02-07 00:00:00","No(es)","Slom"
"SB 69","PSM","2013-02-07 00:00:00","Aye(s)","Espero"
"SB 69","PSM","2013-02-07 00:00:00","Aye(s)","Galuteria"
"SB 69","PSM","2013-02-07 00:00:00","Aye(s)","Green"
"SB 69","PSM","2013-02-07 00:00:00","No(es)","Slom"
"SB 69","PSM","2013-02-07 00:00:00","Excused","Baker."
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","Ige"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","ChunOakland"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","DelaCruz"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","English"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","Espero"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","Kahele"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","Kouchi"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","Ruderman"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","L.Thielen"
"SB 69","WAM","2013-02-27 00:00:00","Aye(s)","Tokuda"
"SB 69","WAM","2013-02-27 00:00:00","No(es)","Kidani"
"SB 69","WAM","2013-02-27 00:00:00","No(es)","Slom"
"SB 69","WAM","2013-02-27 00:00:00","Excused","Keith-Agaran."
"SB 68","JDL","2013-02-12 00:00:00","Aye(s)","Hee"
"SB 68","JDL","2013-02-12 00:00:00","Aye(s)","Shimabukuro"
"SB 68","JDL","2013-02-12 00:00:00","Aye(s)","Gabbard"
"SB 68","JDL","2013-02-12 00:00:00","Aye(s)","Ihara"
"SB 68","JDL","2013-02-12 00:00:00","Excused","Slom."
"SB 529","HMS","2013-01-29 00:00:00","Aye(s)","ChunOakland"
"SB 529","HMS","2013-01-29 00:00:00","Aye(s)","Green"
"SB 529","HMS","2013-01-29 00:00:00","Aye(s)","Slom"
"SB 529","HMS","2013-01-29 00:00:00","Excused","Kidani"
"SB 529","HMS","2013-01-29 00:00:00","Excused","Taniguchi."
"SB 529","JDL","2013-02-25 00:00:00","Aye(s)","Hee"
"SB 529","JDL","2013-02-25 00:00:00","Aye(s)","Shimabukuro"
"SB 529","JDL","2013-02-25 00:00:00","Aye(s)","Gabbard"
"SB 529","JDL","2013-02-25 00:00:00","Aye(s)","Ihara"
"SB 529","JDL","2013-02-25 00:00:00","Aye(s)","Slom"
"HB 654","HRE","2013-03-14 00:00:00","Aye(s)","Taniguchi"
"HB 654","HRE","2013-03-14 00:00:00","Aye(s)","Kahele"
"HB 654","HRE","2013-03-14 00:00:00","Aye(s)","Keith-Agaran"
"HB 654","HRE","2013-03-14 00:00:00","Aye(s)","Tokuda"
"HB 654","HRE","2013-03-14 00:00:00","Aye(s)","Slom"
"HB 654","HRE","2013-03-14 00:00:00","Excused","Ige"
"HB 654","HRE","2013-03-14 00:00:00","Excused","Kidani."
"HB 654","CPN","2013-03-28 00:00:00","Aye(s)","Baker"
"HB 654","CPN","2013-03-28 00:00:00","Aye(s)","Nishihara"
"HB 654","CPN","2013-03-28 00:00:00","Aye(s)","Solomon"
"HB 654","CPN","2013-03-28 00:00:00","Aye(s)","Taniguchi"
"HB 654","CPN","2013-03-28 00:00:00","Excused","Galuteria"
"HB 654","CPN","2013-03-28 00:00:00","Excused","Wakai"
"HB 654","CPN","2013-03-28 00:00:00","Excused","Slom."
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","DelaCruz"
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","Slom"
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","Baker"
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","English"
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","L.Thielen"
"HB 858","EGH","2013-03-20 00:00:00","Excused","ChunOakland"
"HB 858","EGH","2013-03-20 00:00:00","Excused","Wakai."
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","DelaCruz"
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","Slom"
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","Baker"
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","English"
"HB 858","EGH","2013-03-20 00:00:00","Aye(s)","L.Thielen"
"HB 858","EGH","2013-03-20 00:00:00","Excused","ChunOakland"
"HB 858","EGH","2013-03-20 00:00:00","Excused","Wakai."
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","Ige"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","Kidani"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","ChunOakland"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","DelaCruz"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","Espero"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","Kahele"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","Keith-Agaran"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","Ruderman"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","L.Thielen"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s)","Tokuda"
"HB 858","WAM","2013-03-27 00:00:00","Aye(s) with reservations","Slom"
"HB 858","WAM","2013-03-27 00:00:00","Excused","English"
"HB 858","WAM","2013-03-27 00:00:00","Excused","Kouchi."
"HB 587","JDL","2013-03-25 00:00:00","Aye(s)","Hee"
"HB 587","JDL","2013-03-25 00:00:00","Aye(s)","Shimabukuro"
"HB 587","JDL","2013-03-25 00:00:00","Aye(s)","Gabbard"
"HB 587","JDL","2013-03-25 00:00:00","Aye(s)","Ihara"
"HB 587","JDL","2013-03-25 00:00:00","Aye(s)","Slom"
"HB 417","HTH","2013-03-11 00:00:00","Aye(s)","Green"
"HB 417","HTH","2013-03-11 00:00:00","Aye(s)","Baker"
"HB 417","HTH","2013-03-11 00:00:00","Aye(s)","Nishihara"
"HB 417","HTH","2013-03-11 00:00:00","Aye(s)","Slom"
"HB 417","HTH","2013-03-11 00:00:00","Excused","ChunOakland."
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","Ige"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","Kidani"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","ChunOakland"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","DelaCruz"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","English"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","Espero"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","Keith-Agaran"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","Kouchi"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","Ruderman"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","Tokuda"
"HB 417","WAM","2013-03-22 00:00:00","Aye(s)","Slom"
"HB 417","WAM","2013-03-22 00:00:00","Excused","Kahele"
"HB 417","WAM","2013-03-22 00:00:00","Excused","L.Thielen."
"HB 619","JDL","2013-03-28 00:00:00","Aye(s)","Hee"
"HB 619","JDL","2013-03-28 00:00:00","Aye(s)","Shimabukuro"
"HB 619","JDL","2013-03-28 00:00:00","Aye(s) with reservations","Gabbard"
"HB 619","JDL","2013-03-28 00:00:00","No(es)","Slom"
"HB 619","JDL","2013-03-28 00:00:00","Excused","Ihara."
"SB 2","JDL","2013-01-30 00:00:00","Aye(s)","Hee"
"SB 2","JDL","2013-01-30 00:00:00","Aye(s)","Shimabukuro"
"SB 2","JDL","2013-01-30 00:00:00","Aye(s)","Gabbard"
"SB 2","JDL","2013-01-30 00:00:00","Aye(s) with reservations","Ihara"
"SB 2","JDL","2013-01-30 00:00:00","No(es)","Slom"
"SB 3","THA","2013-02-13 00:00:00","Aye(s)","Galuteria"
"SB 3","THA","2013-02-13 00:00:00","Aye(s)","Keith-Agaran"
"SB 3","THA","2013-02-13 00:00:00","Aye(s)","Kidani"
"SB 3","THA","2013-02-13 00:00:00","Aye(s)","Shimabukuro"
"SB 3","THA","2013-02-13 00:00:00","Aye(s) with reservations","Solomon"
"SB 3","THA","2013-02-13 00:00:00","Excused","Hee"
"SB 3","THA","2013-02-13 00:00:00","Excused","Kahele"
"SB 3","THA","2013-02-13 00:00:00","Excused","Slom."
"SB 3","JDL","2013-02-28 00:00:00","Aye(s)","Hee"
"SB 3","JDL","2013-02-28 00:00:00","Aye(s)","Shimabukuro"
"SB 3","JDL","2013-02-28 00:00:00","Aye(s)","Gabbard"
"SB 3","JDL","2013-02-28 00:00:00","Aye(s)","Ihara"
"SB 3","JDL","2013-02-28 00:00:00","Aye(s)","Slom"
"SB 1138","EDU","2013-02-22 00:00:00","Aye(s)","Tokuda"
"SB 1138","EDU","2013-02-22 00:00:00","Aye(s)","Kidani"
"SB 1138","EDU","2013-02-22 00:00:00","Aye(s)","Slom"
"SB 1138","EDU","2013-02-22 00:00:00","Excused","Ruderman"
"SB 1138","EDU","2013-02-22 00:00:00","Excused","Shimabukuro."
"SB 1138","HTH","2013-02-22 00:00:00","Aye(s)","Green"
"SB 1138","HTH","2013-02-22 00:00:00","Aye(s)","Nishihara"
"SB 1138","HTH","2013-02-22 00:00:00","Aye(s)","Slom"
"SB 1138","HTH","2013-02-22 00:00:00","Excused","Baker"
"SB 1138","HTH","2013-02-22 00:00:00","Excused","ChunOakland."
"HB 1149","CPN","2013-03-14 00:00:00","Aye(s)","Baker"
"HB 1149","CPN","2013-03-14 00:00:00","Aye(s)","Galuteria"
"HB 1149","CPN","2013-03-14 00:00:00","Aye(s)","Solomon"
"HB 1149","CPN","2013-03-14 00:00:00","Aye(s)","Wakai"
"HB 1149","CPN","2013-03-14 00:00:00","Aye(s)","Slom"
"HB 1149","CPN","2013-03-14 00:00:00","Excused","Nishihara"
"HB 1149","CPN","2013-03-14 00:00:00","Excused","Taniguchi."
"HB 1149","ENE","2013-03-14 00:00:00","Aye(s)","Gabbard"
"HB 1149","ENE","2013-03-14 00:00:00","Aye(s)","Ruderman"
"HB 1149","ENE","2013-03-14 00:00:00","Aye(s)","Slom"
"HB 1149","ENE","2013-03-14 00:00:00","Excused","ChunOakland"
"HB 1149","ENE","2013-03-14 00:00:00","Excused","Ihara."
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","Ige"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","Kidani"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","ChunOakland"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","DelaCruz"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","Espero"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","Kahele"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","Keith-Agaran"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","Ruderman"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","L.Thielen"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","Tokuda"
"HB 1149","WAM","2013-03-27 00:00:00","Aye(s)","Slom"
"HB 1149","WAM","2013-03-27 00:00:00","Excused","English"
"HB 1149","WAM","2013-03-27 00:00:00","Excused","Kouchi."
"HB 1130","HTH","2013-03-15 00:00:00","Aye(s)","Green"
"HB 1130","HTH","2013-03-15 00:00:00","Aye(s)","ChunOakland"
"HB 1130","HTH","2013-03-15 00:00:00","Aye(s)","Nishihara"
"HB 1130","HTH","2013-03-15 00:00:00","Aye(s)","Slom"
"HB 1130","HTH","2013-03-15 00:00:00","Excused","Baker."
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","Ige"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","Kidani"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","ChunOakland"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","DelaCruz"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","Espero"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","Kahele"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","Keith-Agaran"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","Ruderman"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","L.Thielen"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","Tokuda"
"HB 1130","WAM","2013-03-27 00:00:00","Aye(s)","Slom"
"HB 1130","WAM","2013-03-27 00:00:00","Excused","English"
"HB 1130","WAM","2013-03-27 00:00:00","Excused","Kouchi."
"HB 1068","HMS","2013-03-19 00:00:00","Aye(s)","ChunOakland"
"HB 1068","HMS","2013-03-19 00:00:00","Aye(s)","Green"
"HB 1068","HMS","2013-03-19 00:00:00","Aye(s)","Taniguchi"
"HB 1068","HMS","2013-03-19 00:00:00","Excused","Kidani"
"HB 1068","HMS","2013-03-19 00:00:00","Excused","Slom."
"HB 1068","JDL","2013-03-21 00:00:00","Aye(s)","Hee"
"HB 1068","JDL","2013-03-21 00:00:00","Aye(s)","Shimabukuro"
"HB 1068","JDL","2013-03-21 00:00:00","Aye(s)","Gabbard"
"HB 1068","JDL","2013-03-21 00:00:00","Aye(s)","Ihara"
"HB 1068","JDL","2013-03-21 00:00:00","Excused","Slom."
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","Ige"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","Kidani"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","ChunOakland"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","DelaCruz"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","Espero"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","Kahele"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","Keith-Agaran"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","Ruderman"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","L.Thielen"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","Tokuda"
"HB 1068","WAM","2013-03-27 00:00:00","Aye(s)","Slom"
"HB 1068","WAM","2013-03-27 00:00:00","Excused","English"
"HB 1068","WAM","2013-03-27 00:00:00","Excused","Kouchi."
"HB 1059","TIA","2013-03-18 00:00:00","Aye(s)","English"
"HB 1059","TIA","2013-03-18 00:00:00","Aye(s)","Espero"
"HB 1059","TIA","2013-03-18 00:00:00","Aye(s)","Gabbard"
"HB 1059","TIA","2013-03-18 00:00:00","Aye(s)","Kahele"
"HB 1059","TIA","2013-03-18 00:00:00","Aye(s)","Keith-Agaran"
"HB 1059","TIA","2013-03-18 00:00:00","Aye(s)","Kouchi"
"HB 1059","TIA","2013-03-18 00:00:00","Aye(s)","Slom"
"HB 1059","TIA","2013-03-18 00:00:00","Excused","DelaCruz"
"HB 1059","TIA","2013-03-18 00:00:00","Excused","Solomon."
"HB 1059","JDL","2013-04-03 00:00:00","Aye(s)","Hee"
"HB 1059","JDL","2013-04-03 00:00:00","Aye(s)","Shimabukuro"
"HB 1059","JDL","2013-04-03 00:00:00","Aye(s)","Gabbard"
"HB 1059","JDL","2013-04-03 00:00:00","Aye(s)","Ihara"
"HB 1059","JDL","2013-04-03 00:00:00","Aye(s)","Slom"
"HB 988","ENE","2013-03-19 00:00:00","Aye(s)","Gabbard"
"HB 988","ENE","2013-03-19 00:00:00","Aye(s)","Ruderman"
"HB 988","ENE","2013-03-19 00:00:00","Aye(s)","ChunOakland"
"HB 988","ENE","2013-03-19 00:00:00","Aye(s)","Ihara"
"HB 988","ENE","2013-03-19 00:00:00","Aye(s)","Slom"
"HB 988","WTL","2013-03-19 00:00:00","Aye(s)","Solomon"
"HB 988","WTL","2013-03-19 00:00:00","Aye(s)","DelaCruz"
"HB 988","WTL","2013-03-19 00:00:00","Aye(s)","Ihara"
"HB 988","WTL","2013-03-19 00:00:00","Aye(s)","Ruderman"
"HB 988","WTL","2013-03-19 00:00:00","Aye(s)","L.Thielen"
"HB 988","WTL","2013-03-19 00:00:00","Aye(s)","Slom"
"HB 988","WTL","2013-03-19 00:00:00","Excused","Shimabukuro."
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","Ige"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","Kidani"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","ChunOakland"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","DelaCruz"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","Espero"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","Kahele"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","Keith-Agaran"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","Ruderman"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","L.Thielen"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","Tokuda"
"HB 988","WAM","2013-03-28 00:00:00","Aye(s)","Slom"
"HB 988","WAM","2013-03-28 00:00:00","Excused","English"
"HB 988","WAM","2013-03-28 00:00:00","Excused","Kouchi."
"HB 1396","TEC","2013-03-21 00:00:00","Aye(s)","Wakai"
"HB 1396","TEC","2013-03-21 00:00:00","Aye(s)","Nishihara"
"HB 1396","TEC","2013-03-21 00:00:00","Aye(s)","Gabbard"
"HB 1396","TEC","2013-03-21 00:00:00","Aye(s)","Slom"
"HB 1396","TEC","2013-03-21 00:00:00","Excused","Tokuda."
"HB 1396","WTL","2013-03-21 00:00:00","Aye(s)","Solomon"
"HB 1396","WTL","2013-03-21 00:00:00","Aye(s)","Shimabukuro"
"HB 1396","WTL","2013-03-21 00:00:00","Aye(s)","Ihara"
"HB 1396","WTL","2013-03-21 00:00:00","Aye(s)","L.Thielen"
"HB 1396","WTL","2013-03-21 00:00:00","Aye(s)","Slom"
"HB 1396","WTL","2013-03-21 00:00:00","Excused","DelaCruz"
"HB 1396","WTL","2013-03-21 00:00:00","Excused","Ruderman."
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Ige"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Kidani"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","ChunOakland"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","DelaCruz"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Espero"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Kahele"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Keith-Agaran"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Kouchi"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Ruderman"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","L.Thielen"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Tokuda"
"HB 1396","WAM","2013-03-27 00:00:00","Aye(s)","Slom"
"HB 1396","WAM","2013-03-27 00:00:00","Excused","English."
"HB 632","JDL","2013-03-21 00:00:00","Aye(s)","Hee"
"HB 632","JDL","2013-03-21 00:00:00","Aye(s)","Shimabukuro"
"HB 632","JDL","2013-03-21 00:00:00","Aye(s)","Gabbard"
"HB 632","JDL","2013-03-21 00:00:00","Excused","Ihara"
"HB 632","JDL","2013-03-21 00:00:00","Excused","Slom."
"HB 632","TEC","2013-03-21 00:00:00","Aye(s)","Wakai"
"HB 632","TEC","2013-03-21 00:00:00","Aye(s)","Nishihara"
"HB 632","TEC","2013-03-21 00:00:00","Aye(s)","Gabbard"
"HB 632","TEC","2013-03-21 00:00:00","Aye(s)","Slom"
"HB 632","TEC","2013-03-21 00:00:00","Excused","Tokuda."
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","Ige"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","Kidani"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","ChunOakland"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","DelaCruz"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","Espero"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","Kahele"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","Keith-Agaran"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","Ruderman"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","L.Thielen"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s)","Tokuda"
"HB 632","WAM","2013-03-28 00:00:00","Aye(s) with reservations","Slom"
"HB 632","WAM","2013-03-28 00:00:00","Excused","English"
"HB 632","WAM","2013-03-28 00:00:00","Excused","Kouchi."
"HB 1405","ENE","2013-03-14 00:00:00","Aye(s)","Gabbard"
"HB 1405","ENE","2013-03-14 00:00:00","Aye(s)","Ruderman"
"HB 1405","ENE","2013-03-14 00:00:00","Aye(s)","ChunOakland"
"HB 1405","ENE","2013-03-14 00:00:00","Aye(s)","Slom"
"HB 1405","ENE","2013-03-14 00:00:00","Excused","Ihara."
"HB 1405","CPN","2013-03-28 00:00:00","Aye(s)","Baker"
"HB 1405","CPN","2013-03-28 00:00:00","Aye(s)","Nishihara"
"HB 1405","CPN","2013-03-28 00:00:00","Aye(s)","Solomon"
"HB 1405","CPN","2013-03-28 00:00:00","Aye(s)","Taniguchi"
"HB 1405","CPN","2013-03-28 00:00:00","Excused","Galuteria"
"HB 1405","CPN","2013-03-28 00:00:00","Excused","Wakai"
"HB 1405","CPN","2013-03-28 00:00:00","Excused","Slom."
"SB 1214","TIA","2013-02-04 00:00:00","Aye(s)","English"
"SB 1214","TIA","2013-02-04 00:00:00","Aye(s)","Kahele"
"SB 1214","TIA","2013-02-04 00:00:00","Aye(s)","Keith-Agaran"
"SB 1214","TIA","2013-02-04 00:00:00","Aye(s)","Solomon"
"SB 1214","TIA","2013-02-04 00:00:00","Aye(s) with reservations","Espero"
"SB 1214","TIA","2013-02-04 00:00:00","Excused","DelaCruz"
"SB 1214","TIA","2013-02-04 00:00:00","Excused","Gabbard"
"SB 1214","TIA","2013-02-04 00:00:00","Excused","Kouchi"
"SB 1214","TIA","2013-02-04 00:00:00","Excused","Slom."
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Ige"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Kidani"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","ChunOakland"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","DelaCruz"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","English"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Espero"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Kahele"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Keith-Agaran"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Kouchi"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Ruderman"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","L.Thielen"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Tokuda"
"SB 1214","WAM","2013-02-21 00:00:00","Aye(s)","Slom"
"SB 192","JDL","2013-02-15 00:00:00","Aye(s)","Hee"
"SB 192","JDL","2013-02-15 00:00:00","Aye(s)","Gabbard"
"SB 192","JDL","2013-02-15 00:00:00","Aye(s)","Ihara"
"SB 192","JDL","2013-02-15 00:00:00","Aye(s)","Slom"
"SB 192","JDL","2013-02-15 00:00:00","Excused","Shimabukuro."
"SB 1349","EGH","2013-02-13 00:00:00","Aye(s)","DelaCruz"
"SB 1349","EGH","2013-02-13 00:00:00","Aye(s)","Slom"
"SB 1349","EGH","2013-02-13 00:00:00","Aye(s)","ChunOakland"
"SB 1349","EGH","2013-02-13 00:00:00","Aye(s)","English"
"SB 1349","EGH","2013-02-13 00:00:00","Aye(s)","L.Thielen"
"SB 1349","EGH","2013-02-13 00:00:00","Excused","Baker"
